Customer Name,Order Date,Quantity,Sales
Barry Französisch,2015-10-31,4,1035.8
Luke Weiss,2016-11-30,14,1030.4940000000001
Dean Braden,2016-09-30,18,1029.981
Daniel Byrd,2016-10-31,10,1027.676
Dorothy Badders,2017-09-30,8,1026.232
Benjamin Patterson,2015-04-30,5,1022.97
Ruben Ausman,2014-11-30,13,1022.61
Kean Thornton,2016-09-30,10,1020.8900000000001
Dianna Vittorini,2017-12-31,19,1020.2629999999999
Anne Pryor,2016-12-31,41,1018.3019999999999
Michael Moore,2015-01-31,4,1018.104
Cathy Armstrong,2016-08-31,13,1016.184
Ken Black,2014-12-31,11,1015.816
Cynthia Voltz,2016-05-31,22,1013.7919999999999
Scott Williamson,2017-11-30,14,1012.5
Pauline Chand,2015-08-31,10,1011.696
Deanra Eno,2015-04-30,9,1009.13
Mitch Webber,2014-08-31,7,1007.944
Greg Guthrie,2014-10-31,45,1007.936
Alan Hwang,2017-12-31,6,1003.62
Rob Lucas,2016-05-31,10,1002.7
Joel Eaton,2015-04-30,11,1001.76
Shaun Weien,2016-09-30,2,1001.584
Heather Kirkland,2015-11-30,5,1001.1959999999999
Justin MacKendrick,2014-04-30,10,1000.95
Yana Sorensen,2017-12-31,7,1000.02
Toby Gnade,2016-09-30,2,999.98
Nora Pelletier,2015-12-31,2,999.98
Brian Thompson,2014-11-30,5,998.85
Ruben Dartt,2016-06-30,15,997.9340000000001
Saphhira Shifley,2017-09-30,35,997.83
Patrick Jones,2015-11-30,14,994.57
Candace McMahon,2017-08-31,14,994.4639999999999
Claire Gute,2016-11-30,5,993.9000000000001
Nick Crebassa,2014-07-31,17,992.828
Aaron Hawkins,2015-12-31,11,991.26
Toby Carlisle,2017-07-31,22,988.204
Marc Harrigan,2017-03-31,10,987.1880000000001
Todd Sumrall,2017-11-30,7,983.172
Dan Reichenbach,2017-06-30,23,982.094
Sean O'Donnell,2015-10-31,7,979.9455
Brad Eason,2017-04-30,12,979.626
Doug Bickford,2015-09-30,7,979.104
Rick Bensley,2016-08-31,22,977.6800000000001
Natalie DeCherney,2017-03-31,18,976.828
Kean Takahito,2016-04-30,8,976.512
Luke Foster,2015-03-31,14,976.347
Dave Hallsten,2015-06-30,17,976.29
Lena Creighton,2017-12-31,4,974.988
Roy Phan,2015-02-28,10,974.9000000000001
Eugene Moren,2017-11-30,17,972.08
Valerie Dominguez,2015-06-30,3,971.88
Arthur Prichep,2014-09-30,10,968.3
Emily Phan,2017-11-30,23,966.392
Anna Häberlin,2015-05-31,10,964.2840000000001
Erica Bern,2016-01-31,4,959.968
Nora Paige,2016-11-30,9,959.55
Brian Thompson,2016-04-30,30,959.2819999999999
Rick Duston,2017-09-30,21,959.1999999999999
Craig Carreira,2017-06-30,15,956.8035
Harry Marie,2016-09-30,7,956.6648
Janet Martin,2017-01-31,39,954.902
Sarah Bern,2017-06-30,14,954.548
Anne McFarland,2017-07-31,29,951.98
Ed Braxton,2017-10-31,4,949.7719999999999
Shirley Daniels,2014-01-31,34,944.61
Sally Hughsby,2016-07-31,23,941.1800000000001
Andrew Gjertsen,2015-06-30,35,937.6080000000001
Roland Fjeld,2017-07-31,10,935.74
Patrick O'Donnell,2014-03-31,8,935.1519999999999
Bruce Stewart,2016-11-30,16,933.95
Maribeth Dona,2017-03-31,4,933.408
Damala Kotsonis,2017-12-31,7,927.44
Maya Herman,2014-05-31,14,926.44
Katharine Harms,2017-06-30,18,921.228
Laura Armstrong,2016-12-31,20,921.024
Christine Sundaresam,2015-09-30,14,919.49
Annie Zypern,2016-02-29,14,918.9659999999999
Alan Dominguez,2017-12-31,6,916.59
Fred Harton,2017-02-28,8,914.12
Craig Yedwab,2017-09-30,12,913.8439999999999
Scott Cohen,2017-06-30,14,913.168
Christina Anderson,2015-09-30,5,912.75
Erin Ashbrook,2016-07-31,16,911.8929999999999
Jim Karlsson,2017-10-31,12,911.82
Scot Coram,2016-07-31,12,911.256
Arthur Gainer,2015-09-30,18,911.1790000000001
Michael Dominguez,2017-10-31,8,909.12
Janet Martin,2017-04-30,9,908.82
Ken Lonsdale,2015-11-30,18,908.552
Katharine Harms,2014-11-30,16,907.5600000000001
Kelly Lampkin,2014-06-30,9,906.43
Craig Reiter,2017-10-31,5,904.9
Liz Thompson,2014-06-30,13,904.13
Chris Cortes,2017-06-30,17,904.116
Arthur Prichep,2016-11-30,16,903.7700000000001
Seth Vernon,2016-06-30,3,902.712
Rob Williams,2017-04-30,6,901.1999999999999
Julie Kriz,2016-12-31,4,900.08
Dan Reichenbach,2015-09-30,9,899.91
Paul Prost,2016-11-30,42,899.59
Victor Preis,2017-11-30,10,899.1099999999999
Kalyca Meade,2015-07-31,15,896.38
Max Jones,2017-03-31,4,895.92
Ross Baird,2016-04-30,16,895.06
Juliana Krohn,2015-04-30,13,893.0899999999999
Ricardo Sperren,2017-01-31,2,892.98
Carol Adams,2015-04-30,3,892.224
Ben Wallace,2014-08-31,11,891.7760000000001
Nat Carroll,2017-05-31,24,891.53
Thea Hudgings,2017-11-30,11,891.504
Mike Gockenbach,2014-03-31,3,890.841
Roland Schwarz,2017-05-31,11,889.29
Justin Hirsh,2016-04-30,7,887.966
Bill Shonely,2014-09-30,7,887.103
Nick Zandusky,2014-08-31,9,886.28
Scott Williamson,2016-11-30,8,885.5699999999999
Jeremy Ellison,2016-12-31,9,885.03
Duane Noonan,2016-12-31,10,884.6800000000001
Barry Pond,2016-11-30,12,883.3199999999999
Katherine Murray,2017-02-28,22,882.99
Duane Benoit,2017-09-30,13,878.816
Dianna Wilson,2016-11-30,6,878.328
Maris LaWare,2014-11-30,17,876.7299999999999
Lena Cacioppo,2017-03-31,18,874.8
Maribeth Yedwab,2016-05-31,10,874.308
Laurel Beltran,2017-07-31,9,872.5
Dave Brooks,2016-03-31,3,871.8
Anne McFarland,2017-06-30,4,871.4
Frank Hawley,2017-07-31,10,871.028
Trudy Schmidt,2016-12-31,19,870.04
Chuck Clark,2017-05-31,10,868.452
Edward Hooks,2016-09-30,10,868.14
Katherine Ducich,2015-11-30,6,867.744
Maya Herman,2014-11-30,6,867.74
Natalie Fritzler,2017-08-31,4,866.4
Liz Carlisle,2016-02-29,4,866.4
Meg O'Connel,2017-09-30,14,865.8
Dave Hallsten,2014-11-30,13,865.5
Paul Prost,2017-05-31,19,865.0
Mike Vittorini,2016-12-31,9,863.928
Jocasta Rupert,2017-10-31,3,863.88
Anna Häberlin,2016-07-31,7,863.128
Lindsay Shagiari,2014-10-31,10,862.202
Toby Gnade,2015-07-31,15,860.9159999999999
Erin Smith,2016-09-30,3,859.2
Logan Currie,2016-12-31,9,859.14
Kelly Lampkin,2014-12-31,22,855.272
Ruben Dartt,2014-11-30,33,855.182
Troy Staebel,2014-08-31,6,853.092
Michael Paige,2015-10-31,8,851.87
James Lanier,2017-12-31,7,850.92
Helen Wasserman,2017-09-30,15,849.846
Chloris Kastensmidt,2016-07-31,23,847.8459999999999
Jamie Frazer,2017-07-31,17,847.46
Peter Fuller,2015-04-30,14,847.2
Justin Hirsh,2015-05-31,13,845.728
Brooke Gillingham,2016-12-31,8,845.488
Adrian Barton,2017-11-30,8,843.84
Adam Hart,2016-09-30,2,841.568
Speros Goranitis,2014-11-30,8,840.712
Shirley Jackson,2016-12-31,10,840.0
Brooke Gillingham,2016-05-31,2,839.988
Zuschuss Donatelli,2016-07-31,7,839.9440000000001
Sandra Glassco,2017-12-31,3,839.43
Claudia Bergmann,2017-03-31,15,839.25
Darrin Martin,2017-10-31,11,837.796
Dionis Lloyd,2016-10-31,3,837.6
Sean Miller,2015-08-31,16,837.444
Maureen Gnade,2016-06-30,7,835.17
Darren Budd,2017-05-31,10,832.96
Sung Pak,2015-08-31,20,832.446
Bart Pistole,2014-12-31,16,832.1379999999999
Jonathan Doherty,2016-01-31,16,831.502
Jill Fjeld,2017-11-30,23,831.368
Bart Pistole,2017-09-30,5,829.83
Dorothy Badders,2014-04-30,6,828.84
Michelle Tran,2017-06-30,12,823.7249999999999
Ross Baird,2016-12-31,14,823.6099999999999
Clytie Kelty,2017-11-30,24,822.988
Steve Carroll,2015-09-30,6,821.94
Deborah Brumfield,2017-11-30,10,821.514
Bradley Nguyen,2016-05-31,26,821.2239999999999
Mick Hernandez,2017-12-31,12,819.2800000000001
Mick Brown,2017-05-31,20,817.829
Evan Bailliet,2014-09-30,7,817.798
Tony Chapman,2017-04-30,13,815.172
Matt Collister,2016-07-31,6,815.12
James Galang,2017-05-31,12,814.526
Muhammed Yedwab,2016-12-31,19,812.6800000000001
Brosina Hoffman,2014-11-30,6,808.928
Robert Waldorf,2017-09-30,30,808.92
Rob Dowd,2015-12-31,14,808.6659999999999
Seth Vernon,2017-07-31,11,807.898
Eugene Moren,2015-03-31,10,807.54
Lisa Ryan,2015-09-30,10,806.4090000000001
Trudy Brown,2017-05-31,17,806.05
Laurel Beltran,2017-05-31,15,805.99
Mick Crebagga,2014-12-31,8,803.9599999999999
Shahid Shariari,2014-11-30,8,803.0400000000001
Kelly Andreada,2017-11-30,20,802.788
Ben Wallace,2016-10-31,26,802.5020000000001
Henry Goldwyn,2016-12-31,19,802.02
Alan Hwang,2015-12-31,13,801.988
Laurel Beltran,2016-10-31,19,801.5500000000001
Julie Kriz,2014-11-30,10,799.92
Jessica Myrick,2016-12-31,9,799.56
Richard Bierner,2017-12-31,14,798.9300000000001
Lena Creighton,2015-11-30,15,796.864
Michael Grace,2015-06-30,7,796.425
Dan Reichenbach,2015-11-30,22,796.3240000000001
Dario Medina,2014-09-30,6,795.408
Sean O'Donnell,2015-12-31,14,794.5740000000001
Anna Häberlin,2015-11-30,19,792.5079999999999
Pete Kriz,2016-09-30,23,789.832
Fred McMath,2016-12-31,17,789.762
Frank Hawley,2014-10-31,10,788.8600000000001
Tom Ashbrook,2014-09-30,12,787.8499999999999
Dave Kipp,2015-03-31,3,787.53
Stephanie Phelps,2016-08-31,9,787.044
Jill Stevenson,2016-10-31,5,783.96
Gary Mitchum,2016-04-30,14,782.944
Filia McAdams,2014-03-31,11,782.6300000000001
Chad McGuire,2017-03-31,13,782.4
Benjamin Farhat,2017-03-31,34,780.086
Bruce Stewart,2014-05-31,2,779.796
Nathan Gelder,2017-11-30,15,779.1600000000001
Henia Zydlo,2017-11-30,8,779.096
Kalyca Meade,2015-12-31,23,776.44
Joe Elijah,2017-06-30,5,776.0799999999999
Alex Russell,2014-12-31,9,775.7280000000001
Katherine Ducich,2015-12-31,9,775.01
Ashley Jarboe,2015-06-30,17,774.47
Jim Karlsson,2014-05-31,6,773.7
Gary McGarr,2016-12-31,4,772.68
Jonathan Doherty,2016-07-31,32,772.466
Ruben Dartt,2014-04-30,16,770.61
Gary Hwang,2015-12-31,33,770.54
Sue Ann Reed,2017-03-31,15,770.21
Seth Vernon,2015-01-31,7,769.332
James Galang,2015-05-31,17,769.024
Thomas Brumley,2014-12-31,14,767.214
Michelle Moray,2017-09-30,7,765.625
Laurel Workman,2014-05-31,14,765.494
Robert Marley,2014-11-30,15,763.534
Sanjit Jacobs,2015-09-30,13,763.5079999999999
Skye Norling,2017-09-30,3,762.594
David Bremer,2017-01-31,5,760.98
Bryan Spruell,2017-04-30,17,760.8
Gary Mitchum,2014-04-30,6,758.352
Victoria Brennan,2016-10-31,5,756.8
Natalie Fritzler,2016-09-30,5,756.486
Mike Gockenbach,2015-09-30,10,755.096
Troy Blackwell,2016-12-31,5,754.45
Mary O'Rourke,2016-09-30,5,754.212
Katrina Bavinger,2017-09-30,14,753.661
Greg Guthrie,2017-10-31,22,753.112
Roland Schwarz,2014-04-30,8,752.9200000000001
Noah Childs,2016-10-31,8,752.4100000000001
Janet Lee,2017-04-30,2,751.984
Harry Marie,2014-07-31,14,751.886
Rob Haberlin,2015-11-30,23,750.93
Yoseph Carroll,2017-12-31,2,750.68
Stewart Carmichael,2017-11-30,10,749.8919999999999
Lena Creighton,2016-06-30,7,749.488
Eugene Hildebrand,2015-11-30,8,748.752
Steven Cartwright,2017-03-31,9,745.2800000000001
Patrick Gardner,2016-09-30,14,744.15
Christopher Schild,2016-05-31,2,743.988
Kunst Miller,2014-04-30,17,743.762
Gene McClure,2015-09-30,19,743.426
Amy Cox,2014-10-31,8,742.336
John Lucas,2015-05-31,13,740.73
Joel Eaton,2017-06-30,8,740.5899999999999
Aaron Smayling,2017-01-31,13,740.214
David Smith,2016-11-30,22,740.088
Barry Franz,2017-11-30,10,739.736
Liz Thompson,2015-11-30,19,738.899
Max Engle,2017-06-30,8,738.7052
Roy Collins,2016-06-30,21,737.984
Giulietta Dortch,2016-09-30,11,737.394
Jay Kimmel,2014-04-30,15,737.2
Brian Moss,2015-10-31,18,736.4730000000001
Helen Wasserman,2016-10-31,11,736.26
Suzanne McNair,2017-07-31,2,735.98
Daniel Lacy,2014-11-30,12,733.5600000000001
Daniel Byrd,2017-03-31,12,732.93
Tony Sayre,2014-12-31,15,732.3119999999999
Lindsay Williams,2017-11-30,15,732.278
Matthew Grinstein,2016-12-31,18,732.17
Ritsa Hightower,2016-07-31,8,732.156
Cynthia Voltz,2017-04-30,17,731.8016
Justin Deggeller,2014-11-30,10,730.8525
Irene Maddox,2015-12-31,41,730.038
Carlos Soltero,2014-11-30,14,730.009
Patricia Hirasaki,2017-10-31,6,729.648
Michelle Moray,2017-07-31,15,729.396
Laura Armstrong,2016-01-31,14,727.8779999999999
Joel Eaton,2017-09-30,9,726.9100000000001
Becky Castell,2017-05-31,16,726.828
Alex Avila,2014-03-31,4,726.548
Kristen Hastings,2017-12-31,4,725.84
Steven Cartwright,2014-11-30,14,725.332
Sean Braxton,2017-11-30,21,725.0790000000001
Joe Elijah,2016-07-31,16,725.072
Harold Ryan,2017-03-31,7,724.846
Chuck Clark,2016-01-31,7,724.55
Keith Herrera,2015-11-30,13,723.164
Eugene Barchas,2015-04-30,4,721.488
Harold Ryan,2014-11-30,19,721.476
Noah Childs,2017-06-30,5,720.76
Mark Cousins,2014-05-31,3,719.976
Kean Thornton,2014-03-31,7,719.576
Tom Boeckenhauer,2017-06-30,18,719.408
Bart Watters,2017-08-31,9,719.298
Cyma Kinney,2017-10-31,8,719.095
John Grady,2016-06-30,10,718.95
Paul Gonzalez,2017-06-30,16,718.22
Justin Ritter,2015-09-30,9,717.12
Rob Williams,2016-07-31,2,715.64
Stewart Visinsky,2015-11-30,3,715.2
Roland Schwarz,2017-10-31,8,715.19
Mark Packer,2014-03-31,19,714.966
Theresa Swint,2016-06-30,13,714.498
Dave Brooks,2016-06-30,5,714.3
Steve Chapman,2015-11-30,5,714.3
Valerie Mitchum,2017-03-31,5,712.966
Christine Sundaresam,2017-12-31,7,712.85
William Brown,2015-08-31,15,711.784
Frank Gastineau,2014-05-31,16,711.6800000000001
Ralph Arnett,2017-09-30,8,711.394
Ryan Akin,2014-08-31,9,709.0425
Xylona Preis,2014-01-31,26,708.616
Matt Abelman,2014-11-30,15,707.628
Dean Katz,2016-07-31,7,706.86
Dean Braden,2017-12-31,29,706.1500000000001
Alyssa Crouse,2014-07-31,5,706.064
Aimee Bixby,2014-03-31,16,705.562
Toby Braunhardt,2014-06-30,12,705.546
John Castell,2016-08-31,7,705.544
Stewart Visinsky,2014-06-30,19,705.103
Janet Lee,2015-11-30,19,705.068
Joy Smith,2017-02-28,15,705.0020000000001
Eugene Hildebrand,2016-09-30,4,703.68
Cyra Reiten,2017-02-28,11,702.8424
Edward Hooks,2015-09-30,13,702.74
Marc Harrigan,2017-09-30,15,702.52
Brendan Sweed,2017-11-30,2,701.96
Max Engle,2017-12-31,2,701.96
Andy Gerbode,2015-09-30,25,701.3919999999999
Cindy Chapman,2016-11-30,6,701.36
Ed Braxton,2014-07-31,9,699.192
Chris McAfee,2016-12-31,7,698.5
Carol Adams,2015-11-30,5,697.8208
Justin Ritter,2017-09-30,16,697.612
Robert Dilbeck,2016-03-31,4,697.16
Arthur Wiediger,2017-08-31,7,696.08
James Galang,2017-12-31,7,695.944
Toby Carlisle,2016-06-30,2,695.7
Michael Chen,2014-12-31,10,694.534
Adam Shillingsburg,2014-09-30,12,693.992
Maureen Gastineau,2017-09-30,15,693.13
Benjamin Farhat,2016-06-30,3,692.94
Andy Reiter,2015-04-30,6,692.728
Magdelene Morse,2016-09-30,5,692.5020000000001
Stefanie Holloman,2015-11-30,11,692.472
Trudy Schmidt,2015-02-28,8,692.2139999999999
Quincy Jones,2017-04-30,8,691.476
Peter McVee,2017-11-30,7,691.144
Stewart Carmichael,2016-06-30,11,689.974
Cindy Chapman,2017-09-30,13,688.8980000000001
Emily Phan,2015-03-31,7,688.46
Scott Cohen,2014-04-30,5,687.4499999999999
Hallie Redmond,2015-08-31,5,687.4
Barry Französisch,2017-09-30,29,686.5899999999999
Sanjit Chand,2016-07-31,23,686.244
Thea Hendricks,2014-09-30,7,685.9
Sean Braxton,2017-09-30,12,685.26
Stephanie Ulpright,2017-12-31,14,684.78
Laurel Beltran,2016-11-30,7,684.568
Eric Murdock,2015-10-31,10,684.56
Adam Shillingsburg,2017-09-30,12,684.11
Shirley Daniels,2017-06-30,13,683.022
Cyra Reiten,2017-10-31,10,681.9100000000001
Katrina Edelman,2015-07-31,13,680.78
Clytie Kelty,2016-06-30,23,678.87
Mike Kennedy,2017-05-31,22,678.74
Victoria Wilson,2017-12-31,13,678.1
Ken Lonsdale,2016-06-30,25,677.9490000000001
Clytie Kelty,2015-07-31,33,676.734
Maribeth Yedwab,2017-03-31,9,676.716
George Ashbrook,2016-11-30,10,675.408
Bruce Degenhardt,2017-04-30,3,675.06
Michelle Lonsdale,2017-10-31,8,674.872
Susan Vittorini,2017-12-31,35,674.7130000000001
Max Ludwig,2017-11-30,6,674.3040000000001
Matt Connell,2014-12-31,3,674.058
Frank Olsen,2015-09-30,8,673.576
Natalie Fritzler,2017-10-31,3,673.344
Helen Andreada,2015-09-30,7,671.93
Adrian Barton,2015-11-30,25,671.002
Randy Bradley,2014-11-30,7,670.3779999999999
Benjamin Venier,2015-06-30,11,670.001
Becky Castell,2017-06-30,14,668.7439999999999
Victoria Brennan,2017-03-31,10,668.5400000000001
Julia Barnett,2015-05-31,6,665.88
Pete Kriz,2014-11-30,6,665.88
Steven Ward,2016-07-31,24,663.9639999999999
Dianna Vittorini,2014-06-30,6,663.75
Tracy Blumstein,2014-10-31,15,662.1379999999999
Laura Armstrong,2014-04-30,7,661.5039999999999
Barry Gonzalez,2017-08-31,2,659.9
Fred McMath,2015-10-31,8,659.8800000000001
Dorris liebe,2016-04-30,3,658.746
James Galang,2016-12-31,6,657.0
Darrin Martin,2017-08-31,10,656.6400000000001
Justin Ritter,2017-11-30,9,656.22
Tim Brockman,2015-10-31,8,655.88
Christine Phan,2016-06-30,10,655.8580000000001
Ted Butterfield,2016-06-30,25,655.09
Mike Pelletier,2016-12-31,7,654.899
Darrin Sayre,2017-01-31,22,654.242
Jack O'Briant,2017-10-31,9,652.505
Ted Trevino,2015-02-28,10,652.414
Vicky Freymann,2014-03-31,9,651.588
Beth Paige,2016-04-30,8,651.496
Joni Blumstein,2015-12-31,26,650.2919999999999
Jim Karlsson,2014-12-31,7,649.5999999999999
Lena Radford,2017-12-31,2,649.0
Ken Dana,2017-03-31,18,648.582
Sonia Cooley,2014-06-30,8,647.84
Katharine Harms,2017-11-30,17,647.696
Liz MacKendrick,2015-12-31,9,646.776
Darren Koutras,2014-11-30,5,646.2
Helen Andreada,2016-08-31,15,645.136
Rick Bensley,2014-09-30,11,643.78
Ellis Ballard,2017-10-31,21,643.52
Tony Sayre,2016-09-30,6,642.016
Harry Marie,2016-05-31,7,641.98
Laurel Elliston,2016-05-31,2,641.96
Joseph Airdo,2014-11-30,5,641.024
Karen Ferguson,2017-07-31,9,639.83
Lena Hernandez,2014-08-31,9,638.82
Ashley Jarboe,2017-08-31,9,638.73
Charlotte Melton,2017-12-31,4,638.68
Katherine Nockton,2015-08-31,6,637.27
Raymond Messe,2017-01-31,9,637.1800000000001
Anthony Rawles,2016-12-31,11,633.1759999999999
Kunst Miller,2016-04-30,19,633.04
Maxwell Schwartz,2015-05-31,13,632.856
Nick Zandusky,2015-08-31,11,632.148
Sally Knutson,2017-12-31,8,631.5989999999999
Giulietta Weimer,2017-12-31,4,631.176
Laura Armstrong,2016-09-30,12,630.99
Jonathan Doherty,2014-04-30,39,630.746
Odella Nelson,2016-11-30,4,630.024
Ken Brennan,2017-11-30,5,629.95
Xylona Preis,2016-11-30,35,629.842
Max Ludwig,2017-12-31,9,629.64
Liz Thompson,2016-03-31,12,628.937
Sally Hughsby,2017-12-31,21,627.84
Craig Yedwab,2015-06-30,6,627.664
Justin MacKendrick,2015-02-28,21,627.4800000000001
Dorothy Badders,2017-03-31,18,627.48
Eva Jacobs,2014-03-31,3,626.352
Dennis Kane,2015-12-31,15,626.3100000000001
Russell D'Ascenzo,2015-07-31,5,623.96
Erica Bern,2016-02-29,5,623.96
Parhena Norris,2017-04-30,24,623.464
Craig Carreira,2014-12-31,12,619.848
Philip Fox,2014-09-30,6,617.7
Marina Lichtenstein,2014-08-31,24,617.12
Irene Maddox,2016-06-30,19,616.16
Liz MacKendrick,2014-06-30,10,616.14
Sanjit Engle,2016-09-30,5,615.606
Doug O'Connell,2017-09-30,20,615.518
Carlos Soltero,2016-10-31,11,615.406
Patrick O'Brill,2015-11-30,3,613.9992
Philip Brown,2015-01-31,16,612.4580000000001
Steve Nguyen,2016-05-31,15,612.14
Michael Moore,2016-12-31,3,611.94
Becky Martin,2016-12-31,14,611.028
Adrian Hane,2016-12-31,25,610.418
Vivek Sundaresam,2015-05-31,13,610.3069999999999
Pamela Stobb,2015-05-31,8,610.1560000000001
Stefania Perrino,2014-12-31,13,609.614
Liz Carlisle,2014-11-30,16,609.4380000000001
Cynthia Delaney,2015-09-30,6,609.4359999999999
Ralph Ritter,2017-12-31,5,608.552
Olvera Toch,2017-10-31,12,608.4300000000001
Alan Hwang,2014-11-30,7,606.3199999999999
Jason Gross,2016-03-31,12,606.2139999999999
Julie Kriz,2017-02-28,4,605.752
Luke Schmidt,2014-10-31,6,605.34
Karen Ferguson,2014-09-30,6,604.9920000000001
Sam Zeldin,2017-01-31,4,604.768
Peter Bühler,2014-11-30,9,604.656
Jim Radford,2015-12-31,10,604.098
Frank Atkinson,2015-10-31,12,603.4340000000001
Jonathan Doherty,2014-07-31,11,602.43
Jennifer Jackson,2015-09-30,8,601.5
Denny Blanton,2015-08-31,11,601.44
Alan Dominguez,2014-12-31,3,600.558
Erin Ashbrook,2015-11-30,1,599.99
Gary Hansen,2017-10-31,5,599.985
Erin Smith,2015-02-28,9,599.9
Natalie DeCherney,2014-11-30,8,599.896
Emily Burns,2016-10-31,6,599.292
Marc Harrigan,2016-06-30,5,599.165
Debra Catini,2015-03-31,16,598.352
Dianna Wilson,2017-05-31,5,598.3100000000001
Rick Wilson,2017-09-30,8,598.1600000000001
Erin Smith,2014-10-31,18,598.144
Justin MacKendrick,2017-08-31,7,597.86
Carol Triggs,2014-12-31,15,596.664
Karen Carlisle,2015-12-31,24,596.48
Patrick Gardner,2016-11-30,5,595.0
Nat Gilpin,2017-02-28,4,594.5
Carl Weiss,2017-12-31,6,592.74
Laurel Beltran,2014-04-30,16,592.568
Adrian Barton,2017-09-30,10,592.308
Matt Connell,2014-03-31,23,590.762
Ben Ferrer,2015-05-31,20,590.5519999999999
Bill Stewart,2015-12-31,6,590.352
Christine Abelman,2017-12-31,9,590.084
Andrew Allen,2016-07-31,16,589.52
Chris Cortes,2014-10-31,5,589.41
Evan Henry,2016-04-30,2,588.784
Brian Moss,2014-09-30,11,588.6930000000001
Michael Stewart,2017-12-31,24,588.008
Duane Noonan,2014-09-30,8,587.14
Michael Nguyen,2014-07-31,6,586.336
Carlos Soltero,2014-06-30,3,585.552
Rick Bensley,2014-03-31,4,583.358
Deirdre Greer,2015-10-31,8,582.336
Helen Abelman,2017-10-31,8,582.304
Brian DeCherney,2017-10-31,5,582.0699999999999
Laurel Workman,2014-07-31,8,581.1039999999999
Nicole Hansen,2017-04-30,5,580.8599999999999
Ben Peterman,2017-12-31,25,578.8439999999999
Sam Craven,2015-11-30,6,577.584
Katharine Harms,2016-06-30,10,577.1220000000001
Adam Shillingsburg,2016-06-30,13,576.2719999999999
Marina Lichtenstein,2014-05-31,6,576.234
Shahid Collister,2014-03-31,20,574.194
Frank Atkinson,2016-11-30,11,574.056
Dave Kipp,2016-02-29,13,573.741
Jay Kimmel,2016-08-31,7,573.174
Jesus Ocampo,2015-05-31,29,570.492
Henry MacAllister,2015-10-31,12,569.336
Phillip Flathmann,2017-09-30,10,569.222
Toby Swindell,2015-11-30,20,568.86
Arianne Irving,2017-12-31,6,568.586
Denise Monton,2016-11-30,13,565.376
Corey-Lock,2015-08-31,4,564.768
Tracy Hopkins,2017-06-30,13,564.38
Parhena Norris,2016-12-31,3,563.94
Aaron Bergman,2016-11-30,4,563.9399999999999
Pamela Stobb,2017-04-30,32,562.702
Amy Hunt,2017-05-31,5,562.5500000000001
Cindy Schnelling,2016-08-31,7,562.2925
